name,telephone,address,metro_line,metro_line_1,metro_line_2,metro_line_3,metro_line_4,metro_line_5,metro_line_7,metro_line_9,metro_line_11,coordinate,X,Y,price_with_unit,price,district,subdistrict,room_type,room_area,room_height,room_fase_to
深业上城俯瞰福田CBD！尊贵奢华典范 健身游泳 车位充足,https://sz.zu.anjuke.com/fangyuan/1161986163,深圳市福田区莲花笋岗西路深业上城,3/4/9号线,Null,Null,3,4,Null,Null,9,Null,"114.070226,22.556923",114.070226,22.556923,53000元/月,53000,福田,莲花,4室2厅,360平米,39/66层,南北
嘉园  精装卧室 可月付 房源 双周保洁 香蜜湖,https://sz.zu.anjuke.com/fangyuan/1161785865,深圳市福田区香蜜湖四号路3号嘉园,2号线,Null,2,Null,Null,Null,Null,Null,Null,"114.022864,22.554387",114.022864,22.554387,2160元/月,2160,福田,香蜜湖,1室1厅,28平米,17/22层,朝北
万科翡丽郡1期朝南3房出租，高层景观好，看房方便,https://sz.zu.anjuke.com/fangyuan/1163384956,深圳市宝安区沙井新沙路470号万科翡丽郡(一期),11号线,Null,Null,Null,Null,Null,Null,Null,11,"113.813930,22.732880",113.81393,22.73288,3800元/月,3800,宝安,沙井,3室2厅,88平米,24/31层,东南
！实用小两房 套内面积34+12平 家具全齐 看房方便,https://sz.zu.anjuke.com/fangyuan/1163132964,深圳市罗湖区田贝文锦北路翡翠公寓,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.124236,22.560862",114.124236,22.560862,4500元/月,4500,罗湖,田贝,2室1厅,34平米,25/32层,东北
吉星花园蛋壳公寓直租  超大空间 月付无压力,https://sz.zu.anjuke.com/fangyuan/1159898769,深圳市龙岗区布吉深惠路30-40号吉星花园,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.117598,22.593414",114.117598,22.593414,1660元/月,1660,龙岗,布吉,3室1厅,18平米,6/18层,朝东
体育场北实验小学旁 百花国城花园 精装三房拎包入住 观景阳台,https://sz.zu.anjuke.com/fangyuan/1159710497,深圳市福田区百花百花一路1号国城花园,2/3/7/9号线,Null,2,3,Null,Null,7,9,Null,"114.095080,22.550878",114.09508,22.550878,30000元/月,30000,福田,百花,3室2厅,188平米,31/32层,西南
梅村楼蛋壳公寓直租 智能门锁 值得信赖 押一付一,https://sz.zu.anjuke.com/fangyuan/1161519671,深圳市福田区梅林上梅林新村18-1号梅村楼,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.055604,22.565201",114.055604,22.565201,1650元/月,1650,福田,梅林,3室1厅,18平米,9/21层,朝东
中城康桥花园二期蛋壳公寓直租  值得信赖 月付无压力,https://sz.zu.anjuke.com/fangyuan/1159197707,深圳市龙岗区丹竹头李朗大道中城康桥花园二期,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.143555,22.624746",114.143555,22.624746,1210元/月,1210,龙岗,丹竹头,3室1厅,17平米,19/21层,朝东
无中介 坂田豪装 押一付一 交通便利 双周保洁,https://sz.zu.anjuke.com/fangyuan/1160850007,深圳市龙岗区坂田长发路泓瀚苑,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.061806,22.631896",114.061806,22.631896,1944元/月,1944,龙岗,坂田,3室1厅,21平米,8/27层,朝东
阳光带海滨城一期 4室2厅 15500元,https://sz.zu.anjuke.com/fangyuan/1162991457,深圳市南山区科技园沙河西路深圳湾锦缎之滨(阳光带海滨城一期),2号线,Null,2,Null,Null,Null,Null,Null,Null,"113.949543,22.503014",113.949543,22.503014,14500元/月,14500,南山,科技园,4室2厅,145平米,2/29层,东北
中兆花园蛋壳公寓直租 免费WiFi 超大空间 性价比高,https://sz.zu.anjuke.com/fangyuan/1161431289,深圳市龙岗区丹竹头龙岗大道(布吉段)2582号中兆花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.144530,22.618200",114.14453,22.6182,1300元/月,1300,龙岗,丹竹头,3室1厅,16平米,17/19层,朝东
麒麟花园 高素质室友 全新装修 拎包入住 可月付 南头,https://sz.zu.anjuke.com/fangyuan/1159195085,深圳市南山区南头玉泉路3号麒麟花园,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.931236,22.546219",113.931236,22.546219,1551元/月,1551,南山,南头,3室1厅,20平米,7/19层,朝东
万事达名苑蛋壳公寓直租 免费WiFi 值得信赖 月付无压力,https://sz.zu.anjuke.com/fangyuan/1161440026,深圳市罗湖区田贝太宁路万事达名苑(三期),3/5/7号线,Null,Null,3,Null,5,7,Null,Null,"114.135524,22.568689",114.135524,22.568689,1690元/月,1690,罗湖,田贝,3室1厅,20平米,9/21层,朝东
近大学城地铁口户户大阳台楼下健身房落地窗少量房源欢迎,https://sz.zu.anjuke.com/fangyuan/1159606303,深圳市南山区桃源村留仙大道1201号大学城创客小镇,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.962082,22.580630",113.962082,22.58063,2580元/月,2580,南山,桃源村,1室0厅,40平米,9/9层,朝南
(地铁口)精致三房 豪华装修，海山道一号,https://sz.zu.anjuke.com/fangyuan/1163589980,深圳市盐田区沙头角海山路28号海山道1号,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.237817,22.558565",114.237817,22.558565,5300元/月,5300,盐田,沙头角,2室2厅,75平米,7/32层,朝南
瑞昌大厦蛋壳公寓直租 智能门锁 值得信赖 房价透明,https://sz.zu.anjuke.com/fangyuan/1162272541,深圳市福田区皇岗滨河大道6001号瑞昌大厦,1/2/4/7号线,1,2,Null,4,Null,7,Null,Null,"114.067637,22.528177",114.067637,22.528177,1730元/月,1730,福田,皇岗,3室1厅,17平米,10/22层,朝东
信义金御半山蛋壳公寓直租 双周保洁 随时看房 押一付一,https://sz.zu.anjuke.com/fangyuan/1158861339,深圳市龙岗区布吉罗岗路信义金御半山,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.130117,22.590621",114.130117,22.590621,1530元/月,1530,龙岗,布吉,3室1厅,17平米,11/23层,朝东
锦滨苑 直租立减2200  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1156388480,深圳市福田区新洲新洲三街103号锦滨苑,1/7号线,1,Null,Null,Null,Null,7,Null,Null,"114.042924,22.526213",114.042924,22.526213,2100元/月,2100,福田,新洲,3室1厅,17平米,5/15层,朝南
万科城  精装卧室 无中介 *房源 双周保洁 坂田,https://sz.zu.anjuke.com/fangyuan/1161648581,深圳市福田区景田香梅路2038号万科城市花园,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.032469,22.556378",114.032469,22.556378,2000元/月,2000,福田,景田,1室1厅,24平米,18/23层,朝东
置地逸轩 良心房东 家具家电全 交通便利 可月付 国贸,https://sz.zu.anjuke.com/fangyuan/1159536964,深圳市罗湖区国贸春风路3038号置地逸轩,1/9号线,1,Null,Null,Null,Null,Null,9,Null,"114.121108,22.537298",114.121108,22.537298,1810元/月,1810,罗湖,国贸,3室1厅,21平米,13/20层,朝东
莲丰大厦 室友无不良嗜好 家具家电全 紧邻地铁站 不是中介,https://sz.zu.anjuke.com/fangyuan/1161774525,深圳市福田区莲花雨田路28号莲丰大厦,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.054862,22.561109",114.054862,22.561109,2130元/月,2130,福田,莲花,1室1厅,29平米,17/22层,朝东
精致艺术装修，家私家电齐全，采光好，即使拎包入住,https://sz.zu.anjuke.com/fangyuan/1157910068,深圳市盐田区梅沙艺海路11号云顶天海,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.305926,22.600713",114.305926,22.600713,2500元/月,2500,盐田,梅沙,1室0厅,38平米,6/8层,朝东
中翠花园蛋壳公寓直租  环境优美 房价透明,https://sz.zu.anjuke.com/fangyuan/1161354907,深圳市龙岗区丹竹头中怡路22号中翠花园(峰之畔),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.139933,22.612512",114.139933,22.612512,1000元/月,1000,龙岗,丹竹头,3室1厅,16平米,20/22层,朝东
精装3房，交 通 便 利，靠近沃尔玛，业主诚心出租,https://sz.zu.anjuke.com/fangyuan/1162723589,深圳市南山区蛇口四海路27号紫竹园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.925558,22.504112",113.925558,22.504112,6000元/月,6000,南山,蛇口,3室1厅,63平米,4/8层,南北
0中介 新安湖花园 高层电梯 交通便利 家具齐全 包物业,https://sz.zu.anjuke.com/fangyuan/1158863938,深圳市宝安区新安兴华二路188号新安湖花园(一期),5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.906574,22.564818",113.906574,22.564818,1962元/月,1962,宝安,新安,3室1厅,15平米,19/27层,朝东
大开间配温馨抱枕桌椅 近地铁免费保洁维修 只收房租包物业费,https://sz.zu.anjuke.com/fangyuan/1160538558,深圳市宝安区新安创业二路鑫海公寓,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.921801,22.584943",113.921801,22.584943,1500元/月,1500,宝安,新安,4室1厅,16平米,16/19层,朝南
香缤广场蛋壳公寓直租  干净整洁 性价比高,https://sz.zu.anjuke.com/fangyuan/1159536210,深圳市宝安区新安建安一路80号香缤广场,5号线,Null,Null,Null,Null,5,Null,Null,Null,"113.907028,22.561785",113.907028,22.561785,1620元/月,1620,宝安,新安,3室1厅,20平米,5/17层,朝东
丰湖花园  客厅开阔 可月付 房源 房间实拍 泥岗,https://sz.zu.anjuke.com/fangyuan/1162111792,深圳市罗湖区泥岗布吉路丰湖花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.120132,22.575486",114.120132,22.575486,1460元/月,1460,罗湖,泥岗,3室1厅,16平米,21/23层,朝东
金汐府蛋壳公寓直租，押一付一，家具齐全，精装修，,https://sz.zu.anjuke.com/fangyuan/1159195576,深圳市龙岗区龙岗中心城同富路51号金汐府,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.291504,22.729465",114.291504,22.729465,1360元/月,1360,龙岗,龙岗中心城,3室1厅,16平米,21/23层,朝东
颐林雅院蛋壳公寓直租  通勤便利 月付无压力,https://sz.zu.anjuke.com/fangyuan/1163511614,深圳市福田区梅林中康北路77号颐林雅院,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.057990,22.571868",114.05799,22.571868,1870元/月,1870,福田,梅林,3室1厅,22平米,12/19层,朝东
中海九号公馆蛋壳公寓直租  值得信赖 性价比高,https://sz.zu.anjuke.com/fangyuan/1161445124,"深圳市宝安区新安龙辉路,近卧龙四路中海九号公馆",Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.899555,22.600308",113.899555,22.600308,1210元/月,1210,宝安,新安,3室1厅,15平米,17/19层,朝东
家私齐全 随时入住 精装小三房 业主诚意出租,https://sz.zu.anjuke.com/fangyuan/1162388449,深圳市龙岗区龙岗中心城龙飞大道颐安都会中央(二期),3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.227461,22.688544",114.227461,22.688544,3500元/月,3500,龙岗,龙岗中心城,3室2厅,83平米,14/31层,朝南
名科馨阁  南北通透 可月付 房价透明 高层电梯 皇岗,https://sz.zu.anjuke.com/fangyuan/1161736047,深圳市福田区皇岗福强路1016号名科馨阁(里奥的花园),1/2/4/7号线,1,2,Null,4,Null,7,Null,Null,"114.065814,22.527724",114.065814,22.527724,2060元/月,2060,福田,皇岗,1室1厅,26平米,15/20层,朝北
凯丰花园 良心房东 免费WiFi 交通便利  梅林,https://sz.zu.anjuke.com/fangyuan/1161871943,深圳市福田区梅林凯丰路凯丰花园,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.064540,22.567405",114.06454,22.567405,2240元/月,2240,福田,梅林,1室1厅,29平米,13/18层,朝西
蛋壳公寓热租中，先到先得，好房不等人，家电齐全，拎包入住,https://sz.zu.anjuke.com/fangyuan/1160539015,深圳市宝安区新安建安一路502号雅豪轩(弘雅花园三期),Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.893652,22.575361",113.893652,22.575361,2236元/月,2236,宝安,新安,3室1厅,23平米,11/31层,朝东
深业新岸线！宝安地铁口 中楼层西南看花园采光通透 拎包入住,https://sz.zu.anjuke.com/fangyuan/1163221598,深圳市宝安区宝安中心兴业路深业新岸线,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.874540,22.558138",113.87454,22.558138,6200元/月,6200,宝安,宝安中心,2室2厅,82平米,15/26层,西南
佳兆业大都汇  南北通透 无中介 房价透明 素质室友 布吉,https://sz.zu.anjuke.com/fangyuan/1163538101,深圳市龙岗区布吉龙岗大道佳兆业大都汇,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.122590,22.601433",114.12259,22.601433,1860元/月,1860,龙岗,布吉,3室1厅,20平米,13/20层,朝东
南光花园蛋壳公寓直租 家具齐全 超大空间 性价比高,https://sz.zu.anjuke.com/fangyuan/1161435529,深圳市南山区南油海德二道南光花园,11号线,Null,Null,Null,Null,Null,Null,Null,11,"113.924044,22.519075",113.924044,22.519075,1480元/月,1480,南山,南油,3室1厅,17平米,20/22层,朝东
底价出租4室豪华装修南北采光好拎包随时就可以入住,https://sz.zu.anjuke.com/fangyuan/1158602445,深圳市福田区农科中心香林路东海花园(二期福禄居),1/7/9/11号线,1,Null,Null,Null,Null,7,9,11,"114.023816,22.538555",114.023816,22.538555,16000元/月,16000,福田,农科中心,4室2厅,169平米,7/17层,南北
星河明居  装修漂亮大三房放租，看了不会错！,https://sz.zu.anjuke.com/fangyuan/1160046952,深圳市福田区石厦福民路127号星河明居,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.053016,22.522570",114.053016,22.52257,9500元/月,9500,福田,石厦,3室2厅,106平米,29/33层,东北
星光之约花园 良心房东 免费WiFi 拎包入住 无中介 坂田,https://sz.zu.anjuke.com/fangyuan/1158215731,深圳市龙岗区坂田五和大道南路30号星光之约花园,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.061631,22.608171",114.061631,22.608171,2300元/月,2300,龙岗,坂田,1室0厅,12平米,12/23层,朝南
龙岗大道2441号小区  家具齐全 紧邻地铁站 押一,https://sz.zu.anjuke.com/fangyuan/1160850589,深圳市龙岗区丹竹头龙岗大道2441号龙岗大道2441号小区,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.200335,22.641350",114.200335,22.64135,1690元/月,1690,龙岗,丹竹头,3室1厅,17平米,9/21层,朝东
立减2200 蛋壳公寓直租 押一付一 拎包入住,https://sz.zu.anjuke.com/fangyuan/1158861904,深圳市南山区南山中心学府路123号常兴花园,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.920591,22.527562",113.920591,22.527562,1780元/月,1780,南山,南山中心,3室1厅,15平米,11/21层,朝南
荔园阁一期  精装卧室 押一付一 房价透明 包物业 梅林,https://sz.zu.anjuke.com/fangyuan/1162626765,深圳市福田区梅林下梅林西横街荔园阁一期,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.051632,22.568386",114.051632,22.568386,1780元/月,1780,福田,梅林,3室1厅,18平米,9/21层,朝东
景新花园  家电安全 紧邻地铁站 押一付一,https://sz.zu.anjuke.com/fangyuan/1160847347,深圳市福田区景田莲花路2002号景新花园,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.047405,22.554469",114.047405,22.554469,1960元/月,1960,福田,景田,3室1厅,22平米,11/18层,朝东
龙丽园蛋壳公寓直租 智能门锁 通勤便利 性价比高,https://sz.zu.anjuke.com/fangyuan/1161415831,深圳市罗湖区田贝贝丽南路龙丽园,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.126999,22.559765",114.126999,22.559765,1670元/月,1670,罗湖,田贝,3室1厅,18平米,5/17层,朝东
采菊东篱下，悠然见南山，双花园双地铁大型花园社区,https://sz.zu.anjuke.com/fangyuan/1163412399,深圳市福田区皇岗益田路3006号皇庭世纪,1/3/4/7号线,1,Null,3,4,Null,7,Null,Null,"114.057480,22.525951",114.05748,22.525951,7500元/月,7500,福田,皇岗,2室2厅,58平米,22/32层,东南
星海名城蛋壳公寓直租 家具齐全 通勤便利 无中介,https://sz.zu.anjuke.com/fangyuan/1163519606,深圳市南山区前海前海路星海名城(一期),1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.914442,22.537027",113.914442,22.537027,1420元/月,1420,南山,前海,3室1厅,17平米,21/23层,朝东
万科清林径蛋壳公寓直租 双周保洁 超大空间 房价透明,https://sz.zu.anjuke.com/fangyuan/1161357390,深圳市龙岗区大运连心路万科清林径(二期),Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.230545,22.752215",114.230545,22.752215,1180元/月,1180,龙岗,大运,3室1厅,16平米,19/21层,朝东
金泓凯旋城 住的舒心 家电安全 拎包入住 没有,https://sz.zu.anjuke.com/fangyuan/1159536410,深圳市宝安区宝安中心新安一路20号金泓凯旋城,1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.897890,22.548002",113.89789,22.548002,1510元/月,1510,宝安,宝安中心,3室1厅,20平米,7/19层,朝东
立减2200 蛋壳公寓直租 押一付一 拎包入住,https://sz.zu.anjuke.com/fangyuan/1158860923,深圳市罗湖区国贸南湖路3028-3030号东方皇宫,1/2/3/9号线,1,2,3,Null,Null,Null,9,Null,"114.121250,22.542488",114.12125,22.542488,1900元/月,1900,罗湖,国贸,3室1厅,20平米,9/19层,东南
梅林四村蛋壳公寓直租  值得信赖 性价比高,https://sz.zu.anjuke.com/fangyuan/1161394935,深圳市福田区梅林梅林路123号梅林四村,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.055540,22.567805",114.05554,22.567805,1500元/月,1500,福田,梅林,3室1厅,18平米,11/23层,朝东
蓝天绿都家园 蛋壳公寓直租 押一付一 1718.4 家具齐全,https://sz.zu.anjuke.com/fangyuan/1159195082,深圳市福田区梅林梅林路3号蓝天绿都家园,9号线,Null,Null,Null,Null,Null,Null,9,Null,"114.071219,22.568158",114.071219,22.568158,1718元/月,1718,福田,梅林,3室1厅,15平米,11/27层,朝东
创兴时代 蛋壳公寓直租 押一付一 双周保洁 精装修,https://sz.zu.anjuke.com/fangyuan/1160229493,深圳市龙岗区坂田里浦街3号创兴时代,Null,Null,Null,Null,Null,Null,Null,Null,Null,"114.058085,22.628482",114.058085,22.628482,1236元/月,1236,龙岗,坂田,3室1厅,17平米,17/26层,朝东
星河时代蛋壳公寓直租  超大空间 房价透明,https://sz.zu.anjuke.com/fangyuan/1159537199,深圳市龙岗区龙岗中心城黄阁路星河时代,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.227132,22.692819",114.227132,22.692819,1540元/月,1540,龙岗,龙岗中心城,3室1厅,19平米,9/21层,朝东
金龙名居 室友无不良嗜好 家具家电全 紧邻地铁站 不是中介,https://sz.zu.anjuke.com/fangyuan/1162108821,深圳市宝安区沙井新和大道金龙名居,Null,Null,Null,Null,Null,Null,Null,Null,Null,"113.809690,22.756453",113.80969,22.756453,1540元/月,1540,宝安,沙井,3室1厅,19平米,11/23层,朝东
南山豪庭  直租 押一付一 拎包入住 立减3000,https://sz.zu.anjuke.com/fangyuan/1160538580,深圳市南山区南头红花路136号南山豪庭,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.918058,22.539491",113.918058,22.539491,2000元/月,2000,南山,南头,3室1厅,15平米,9/22层,东南
保利城花园，精致装修三房，拎包入住，紧邻海岸城和来福士,https://sz.zu.anjuke.com/fangyuan/1161261560,深圳市南山区南油南海大道2710号保利城花园,2/11号线,Null,2,Null,Null,Null,Null,Null,11,"113.928339,22.515904",113.928339,22.515904,9000元/月,9000,南山,南油,3室2厅,108平米,21/27层,南北
立减2200 星海名城一期 直租 押一付一 家具齐全,https://sz.zu.anjuke.com/fangyuan/1156046168,深圳市南山区前海前海路星海名城(一期),1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.914442,22.537027",113.914442,22.537027,2000元/月,2000,南山,前海,3室1厅,16平米,8/17层,朝南
荷坳新村  南北通透 可月付 房价透明 拎包即住 龙岗中心城,https://sz.zu.anjuke.com/fangyuan/1162124497,深圳市龙岗区龙岗中心城荷坳路59号荷坳新村,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.221096,22.681254",114.221096,22.681254,1820元/月,1820,龙岗,龙岗中心城,3室1厅,22平米,11/18层,朝东
丰湖花园  精装卧室 押一付一 房源 房间实拍 泥岗,https://sz.zu.anjuke.com/fangyuan/1162111186,深圳市罗湖区泥岗布吉路丰湖花园,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.120132,22.575486",114.120132,22.575486,1430元/月,1430,罗湖,泥岗,3室1厅,18平米,15/17层,朝东
西丽山庄蛋壳公寓直租 免费WiFi 随时看房 押一付一,https://sz.zu.anjuke.com/fangyuan/1163510180,深圳市南山区西丽西里路西丽山庄,7号线,Null,Null,Null,Null,Null,7,Null,Null,"113.963356,22.597399",113.963356,22.597399,1870元/月,1870,南山,西丽,3室1厅,20平米,16/23层,朝东
西环路尖山排新村 非中介 全新家电 立减800元 新春钜惠,https://sz.zu.anjuke.com/fangyuan/1158217593,深圳市龙岗区布吉西环路1号西环路尖山排新村,5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.105939,22.603157",114.105939,22.603157,1600元/月,1600,龙岗,布吉,4室1厅,15平米,9/15层,东南
万事达名苑蛋壳公寓直租，无中介，，精装修，,https://sz.zu.anjuke.com/fangyuan/1161421062,深圳市罗湖区田贝太宁路万事达名苑(三期),3/5/7号线,Null,Null,3,Null,5,7,Null,Null,"114.135524,22.568689",114.135524,22.568689,1580元/月,1580,罗湖,田贝,3室1厅,18平米,6/18层,朝东
雅仕居蛋壳公寓直租 智能门锁 环境优美 无中介,https://sz.zu.anjuke.com/fangyuan/1159537254,深圳市罗湖区泥岗泥岗东路1108号雅仕居,3号线,Null,Null,3,Null,Null,Null,Null,Null,"114.113742,22.573865",114.113742,22.573865,1090元/月,1090,罗湖,泥岗,3室1厅,15平米,20/22层,朝东
学子荔园蛋壳公寓直租 家具齐全 环境优美 月付无压力,https://sz.zu.anjuke.com/fangyuan/1163512169,深圳市南山区西丽官龙路10号学子荔园,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.945162,22.586705",113.945162,22.586705,1890元/月,1890,南山,西丽,3室1厅,20平米,15/22层,朝东
宝安机场  家具家电全 紧邻地铁站 可月付,https://sz.zu.anjuke.com/fangyuan/1163537225,深圳市宝安区宝安机场宝安大道永福苑,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.818530,22.655961",113.81853,22.655961,1440元/月,1440,宝安,宝安机场,3室1厅,18平米,15/17层,朝东
万科第五园 免费WiFi 紧邻地铁站 押一付一 坂田,https://sz.zu.anjuke.com/fangyuan/1162104011,深圳市龙岗区坂田雅园路万科第五园(三期),5号线,Null,Null,Null,Null,5,Null,Null,Null,"114.070354,22.617338",114.070354,22.617338,1320元/月,1320,龙岗,坂田,3室1厅,16平米,15/17层,朝东
长城盛世家园  近地铁站 押一付一 房源 拎包即住 莲花,https://sz.zu.anjuke.com/fangyuan/1161780655,深圳市福田区莲花彩田路2-5号长城盛世家园(一期),3/4/9号线,Null,Null,3,4,Null,Null,9,Null,"114.066375,22.560416",114.066375,22.560416,2000元/月,2000,福田,莲花,1室1厅,29平米,14/19层,朝南
雅丽阁蛋壳公寓直租  值得信赖 性价比高,https://sz.zu.anjuke.com/fangyuan/1161422545,深圳市南山区西丽西丽南路70号雅丽阁,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.953581,22.574667",113.953581,22.574667,1400元/月,1400,南山,西丽,3室1厅,15平米,19/21层,朝东
坪洲地铁附近 蛋壳公寓直租 押一付一 双周保洁,https://sz.zu.anjuke.com/fangyuan/1159194881,深圳市福田区福田中心光夏路金田新村,1/2/3/4号线,1,2,3,4,Null,Null,Null,Null,"114.065221,22.533675",114.065221,22.533675,1720元/月,1720,福田,福田中心,3室1厅,16平米,4/18层,朝南
金丽豪苑 住的舒心 家具家电全 干净整洁 可月付 田贝,https://sz.zu.anjuke.com/fangyuan/1159193836,深圳市罗湖区田贝贝丽南路48号金丽豪苑,3/7号线,Null,Null,3,Null,Null,7,Null,Null,"114.127472,22.565210",114.127472,22.56521,1940元/月,1940,罗湖,田贝,3室1厅,22平米,16/23层,朝东
林海山庄 免费WiFi 紧邻地铁站 押一付一 梅林,https://sz.zu.anjuke.com/fangyuan/1161663606,深圳市福田区梅林北环大道7020号林海山庄,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.032289,22.559611",114.032289,22.559611,2240元/月,2240,福田,梅林,1室1厅,24平米,14/19层,朝西
吉大花园  家具家电全 交通便利 可月付,https://sz.zu.anjuke.com/fangyuan/1163537240,深圳市龙岗区布吉中兴路25号吉大花园,3/5号线,Null,Null,3,Null,5,Null,Null,Null,"114.122441,22.606195",114.122441,22.606195,1980元/月,1980,龙岗,布吉,3室1厅,21平米,12/19层,朝东
熙龙湾  近地铁站 押一付一 房源 包物业 宝安中心,https://sz.zu.anjuke.com/fangyuan/1162165117,深圳市宝安区宝安中心甲岸路2号熙龙湾(二期),1/5/11号线,1,Null,Null,Null,5,Null,Null,11,"113.891739,22.546042",113.891739,22.546042,1500元/月,1500,宝安,宝安中心,3室1厅,17平米,7/19层,朝东
学子荔园  精装卧室 押一付一 房源 房间实拍 西丽,https://sz.zu.anjuke.com/fangyuan/1162101018,深圳市南山区西丽官龙路10号学子荔园,5/7号线,Null,Null,Null,Null,5,7,Null,Null,"113.945162,22.586705",113.945162,22.586705,1380元/月,1380,南山,西丽,3室1厅,17平米,17/19层,朝东
西乡碧海新小区招合租室友，主卧带卫生间，家私电器全齐，随时看,https://sz.zu.anjuke.com/fangyuan/1162084944,深圳市宝安区西乡西乡大道幸福港湾,1/11号线,1,Null,Null,Null,Null,Null,Null,11,"113.856834,22.567029",113.856834,22.567029,1980元/月,1980,宝安,西乡,1室1厅,15平米,32/33层,东南
天福华府 住的舒心 家具家电全 紧邻地铁站 可月付,https://sz.zu.anjuke.com/fangyuan/1163537515,深圳市宝安区宝安机场金乡一路天福华府,1号线,1,Null,Null,Null,Null,Null,Null,Null,"113.840638,22.635154",113.840638,22.635154,1430元/月,1430,宝安,宝安机场,3室1厅,17平米,21/23层,朝东
京基御景华城 直租立减3000  精装修带家私 押一付一,https://sz.zu.anjuke.com/fangyuan/1159537906,深圳市福田区赤尾滨河大道3001号京基御景华城,1/7号线,1,Null,Null,Null,Null,7,Null,Null,"114.085970,22.532645",114.08597,22.532645,2000元/月,2000,福田,赤尾,4室1厅,15平米,16/23层,朝南
底价出租4室豪华装修南北采光好拎包随时就可以入住,https://sz.zu.anjuke.com/fangyuan/1158602445,深圳市福田区农科中心香林路东海花园(二期福禄居),1/7/9/11号线,1,Null,Null,Null,Null,7,9,11,"114.023816,22.538555",114.023816,22.538555,16000元/月,16000,福田,农科中心,4室2厅,169平米,7/17层,南北
俊安苑  家具齐全 紧邻地铁站 押一付一 农科中心,https://sz.zu.anjuke.com/fangyuan/1159197902,深圳市福田区农科中心农轩路121号俊安苑,1/2/7/11号线,1,2,Null,Null,Null,7,Null,11,"114.017307,22.544732",114.017307,22.544732,1570元/月,1570,福田,农科中心,3室1厅,20平米,7/19层,朝东
华盛领寓  客厅开阔 无中介 房价透明 交通便利 景田,https://sz.zu.anjuke.com/fangyuan/1161804562,深圳市福田区景田北环大道7039号华盛领寓,2/9号线,Null,2,Null,Null,Null,Null,9,Null,"114.034263,22.557990",114.034263,22.55799,3050元/月,3050,福田,景田,1室1厅,37平米,5/21层,朝南
新世界家园蛋壳公寓直租  通勤便利 性价比高,https://sz.zu.anjuke.com/fangyuan/1163510959,深圳市福田区梅林梅华路新世界家园,4/9号线,Null,Null,Null,4,Null,Null,9,Null,"114.053180,22.565367",114.05318,22.565367,1920元/月,1920,福田,梅林,3室1厅,23平米,17/24层,朝东
